,artist,song,link,text
33350,Gary Numan,This Is New Love,/g/gary+numan/this+is+new+love_20058292.html,"We are strangers here  
I suppose  
We are not welcome  
Or so I'm told.  
We are not old friends  
But believe this,  
We can be nightmares.  
  
Picture the man when the heartbeat stops  
This is new love.  
  
We are the hunters,  
So one by one  
You know we'll find you.  
  
Picture the man when the heartbeat stops  
  
These boys of passion  
Will rule the world  
Put their fingers in a dyke  
Well you know it's what she needed.  
These boys of passion  
With cruel idiot smiles  
Fight for you.  
You know, they said so.  
  
Cold fascination  
With dead sound.  
Oh God let me sleep  
Forever.  
  
Picture the man when the heartbeat stops

"
47511,Patti Smith,Memento Mori,/p/patti+smith/memento+mori_20105277.html,"The fans were whirlin'  
Like the blades of a 'copter  
Liftin' into the skies above some foreign land  
Soaked with the bodies of so many friends.  
  
Johnny waved  
He was on his way home  
He waved goodbye to his comrades in arms,  
And all the twisted things he'd seen.  
He waved goodbye  
And the blades hit  
Something  
Maybe just fate, but the blades hit  
The 'copter went up in flames  
And johnny never went marchin' home  
Johnny never went marchin' home  
  
They took his name  
And they carved it on a slab of marble  
With several thousand other names  
All the fallen idols  
The apples of their mother's eye  
Just another name  
  
Meanwhile  
Back on that burning shore  
Johnny's comrades stood speechless  
They looked with uh-uh-uh-uh disbelieving eyes  
As those bits of metal and the embers  
The embers of his eyes  
Fanned out into the air  
Black dust  
Flames  
  
Oh johnny! Some day they'll make a movie about you  
And in the making of that movie  
Some mad apocalypse  
It will become even stranger than the simple act  
Just a boy going up up up  
Just a boy going up  
In flames in the smoke  
Just another life  
Just another breath  
And who'll remember  
Oh eternity now  
As eternal as a sheet of marble  
Eternal as a slab on a green hill  
And your name  
And all your fallen brothers  
And all the ones not cut  
All the ones remembered only in the hearts  
A mother a father a brother a sister a lover a son a daughter  
Shall not shall not fade shall not fade  
  
Your ancestors salute you  
And the gods of your ancestors salute you  
Having having been formed by the minds of your ancestors  
The gods of your ancestors salute you  
Having been formed by your ancestors  
The gods of your ancestors salute you  
They draw you in they draw you through  
They draw they draw you through that golden door  
  
Mornin' boy [come on in boy]  
We remember you  
We conceived of you  
We conceived of your breath  
We conceived of the whole human race  
And we conceived it to be a beautiful thing  
Like a tulip bending in the wind  
Sometimes it comes back to us  
In the form of a handful of dust  
Comes back in the form of a smitten child  
Our raped daughters, ah the broken bones  
Souls cleaved from hearts  
They come back to us  
And our hands are filled with their rotting tissues  
But we turn not our backs  
We press our lips  
Into their cancer into the dust into the remains of each one  
And that love is there and will greet you, will greet you  
Mornin' boy [come on in boy]  
It's eternal love  
  
Well here, go ahead, run through that flame  
Awww man, running through your mind  
You took a cat, you took a life, you took it by the tail  
And you swirled it around your head  
And you thrashed it, you smashed the life out of it  
And you knew that it would be your own  
But you wanted to feel, you wanted to feel it die  
Because you know you would feel your own  
You would feel your own  
But you're remembered!  
You're remembered!  
You're remembered dead!  
You're remembered dead!  
You're remembered dead!  
We remember  
We remember  
We remember  
Everything  
Everything

"
21985,Yellowcard,With You Around,/y/yellowcard/with+you+around_21019144.html,"Do you remember when I said you where my only one  
We were running underneath the California sun  
Well now I look at you and you're still more than I can take  
You're like a slow song starting to accelerate  
And all my life I looked for you  
For arms that I can fall into  
  
All I can think about is you and me driving with the Saves The Day record on  
We were singing 'til until our voices were gone  
And I was falling hard you were barely hanging on  
And now I want to chase forever down  
With you around  
  
You are making movies in your head when you fall asleep  
Havin' nightmares dreaming that I'm gonna leave  
I know you've always been afraid of ending up alone  
Somebody hurt you now you're waiting on a dial tone  
But I'm right here so don't get blue  
It's not just you, I need this too  
  
All I can think about is you and me driving with the Saves The Day record on  
We were singing until our voices were gone  
And I was falling hard you were barely hanging on  
And now I want to chase forever down  
With you around  
  
We were running underneath the California sun  
We were underneath the California sun  
  
All I can think about is you and me driving with the Saves The Day record on  
We were singing 'til our voices were gone  
And I was falling hard you were barely hanging on  
We put a record on, kept singing until our voices were gone  
And I was falling hard you were barely hanging on  
And now I want to chase forever down  
We were riding underneath the California Sun  
I just want to chase forever down  
With you around

"
18538,Sia,Only See,/s/sia/only+see_21109149.html,"""Only See""  
  
You and you alone  
You and you alone have the power to be the master of your life  
  
You only see what you want to see  
You only see what you want to  
You only see what you want to see  
You only see what you want to  
  
You alone  
  
Granted you're taking me for a sucker  
When I am not  
Gradually, we'll patch up mends and I'll make you see  
What I've got  
Apparently you're taking me for a slip on  
You've gotta tie me up  
Eventually you will tamper mends I'll make you see  
I am enough  
  
You only see what you want to see  
You only see what you want to  
You only see what you want to see  
You only see what you want to  
  
Obviously you're taking me for what suits you  
When I don't  
With slow ease I'll show you disgraced, you were on my knees  
You know I won  
Foolishly you're taking me for a sleeper  
When I'm quite away  
Evidently we've not through been me, your intense scene  
And you'll now break  
  
You only see what you want to see  
You only see what you want to  
You only see what you want to see  
You only see what you want to  
You only see what you want to see  
You only see what you want to  
You only see what you want to see  
You only see what you want to  
You only see what you want to see  
You only see what you want to  
You only see what you want to see  
You only see what you want to  
You only see what you want to see  
You only see what you want to  
You only see what you want to see  
You only see what you want to  
  
You and you alone  
You and you alone

"
57618,Zebrahead,Back To Normal,/z/zebrahead/back+to+normal_20531265.html,"I'm feeling lost,  
I'm feeling like my heart's  
Been carved out with a spoon  
Put on display for all to witness this decay of me and you  
  
Awaking and taking the cycle of breaking up  
To a whole new level  
Shaking and faking like you're making a hard choice not to settle  
Imbedded, I'm think headed  
I shredded all the letters you sent  
Don't get it. why'd you let it get this far  
Lights out lights out Pass the herb  
Lights out lights out kiss the curb  
Lights out lights out your heart has turned  
Who's going to save me every time I crash and Burn  
And I crash and burn  
  
I'm sick of endings  
I'm done pretending  
I just want you back to normal  
I think you don't know just how you feel  
And every time you think of me  
Remember how things used to be not long ago  
  
Whoa  
  
I'll fated,I skated,  
To the party faded,and I saw you there  
I waited, hated, getting ignored  
You stated you didn't care  
Flashes of car crashed and  
Your ashes burning the cement  
The curtain fails, last call, credits roll  
We have reached the end  
  
Lights out lights out Pass the herb  
Lights out lights out kiss the curb  
Lights out lights out your heart has turned  
Who's going to save you every time you crash and Burn  
Crash and burn  
  
I'm sick of endings  
I'm done pretending  
I just want you back to normal  
I think you don't know just how you feel  
And every time you think of me  
Remember how things used to be not long ago  
  
Sick of endings  
I'm done pretending  
Tired of fighting  
I'm sick of always trying  
  
I'm feeling lost,  
I'm feeling like my heart's  
Been carved out with a spoon  
Put on display for all to witness this decay of me and you  
I just want you back to normal  
I think you don't know just how you feel  
And every time you think of me  
Remember how things used to be not long ago  
  
Whoa  
  
Lights out lights out Pass the herb  
Lights out lights out kiss the curb  
Lights out lights out your heart has turned  
Who's going to save me every time I crash and Burn  
I crash and burn  
I crash and burn

"
7806,Hillsong United,All Of My Days,/h/hillsong+united/all+of+my+days_20626679.html,"Proclaim Your awesome power  
Tell of mighty deeds  
Declare Your future kingdom  
Of everlasting peace  
  
And my eyes they look unto You always  
And I am captured by Your Majesty  
  
All of my days  
I will sing of Your greatness  
All of my days  
I will speak of Your grace  
All of my days  
I will tell of Your wonderous love  
Your love in my life  
Your love  
  
All Your works will praise You  
Your children bless Your name  
We speak of all Your goodness  
We walk in fields of grace

"
24114,Andy Williams,If I Loved You,/a/andy+williams/if+i+loved+you_21065598.html,"I was sleeping and right in the middle of a good dream  
Like all at once I wake up from something that keeps knocking at my brain  
Before I go insane I hold my pillow to my head  
And spring up in my bed screaming out the words I dread  
I think I love you (I think I love you)  
  
This morning I woke up with this feeling  
I didn't know how to deal with and so I just decided to myself  
I'd hide it to myself and never talk about it  
And did not go and shout it when you walked into the room  
I think I love you (I think I love you)  
  
I think I love you so what am I so afraid of  
I'm afraid that I'm not sure of a love there is no cure for  
  
I think I love you isn't that what life is made of  
Though it worries me to say that I never felt this way  
  
I don't know what I'm up against  
I don't know what it's all about  
I got so much to think about  
  
Hey, I think I love you so what am I so afraid of  
I'm afraid that I'm not sure of a love there is no cure for  
  
I think I love you isn't that what life is made of  
Though it worries me to say I never felt this way  
  
Believe me you really don't have to worry  
I only wanna make you happy and if you say ""hey go away"" I will  
But I think better still I'd better stay around and love you  
Do you think I have a case let me ask you to your face  
Do you think you love me?  
  
I think I love you  
I think I love you  
I think I love you  
I think I love you  
I think I love you  
I think I love you  
I think I love you  
I think I love you

"
51704,Slayer,No Remorse (I Wanna Die),/s/slayer/no+remorse+i+wanna+die_20807375.html,"It's the terror that you've gotta miss  
And I wanna see you right in front of death  
Your eyes will shine  
We're all alone and there is no noise  
  
Step into my shadow  
With no remorse  
  
With no remorse you ain't gotta die  
The loudest noise can't make me happy  
Come on, bastards, feels so good  
The record's coming out, baby  
  
With no remorse I want to die  
  
No remorse  
With no remorse I wanna die  
  
""Remain calm, I'm coming to your house to kill you""  
  
I can't come down  
  
No remorse  
With no remorse I wanna die  
  
What you want me to do?  
What you want me to do?  
  
No remorse 'cause I wanna die  
  
No remorse  
With no remorse I wanna die  

"
19235,The Script,Talk You Down,/t/the+script/talk+you+down_20756416.html,"I can feel the color running  
As it's fading from my face  
Try to speak but nothings coming  
Nothing I could say to make you stay  
Grabbed your suitcase called a taxi  
It's 3am now where you gonna go?  
Gonna stay with friends in London  
And that's all I get to know  
  
Just a cigarette gone  
No you couldn't' be that far  
So I'm driving in my car where I hope you are  
Maybe I can talk you down  
Maybe I can talk you down  
  
[Chorus]  
We're standing on a tiny ledge  
Before this goes over the edge  
Gonna use my heart and not my head  
And try to open up your eyes  
This is relationship suicide  
  
Cos if you go, I go  
  
Taking shortcuts through the alleys  
While your racing through my mind  
Cops can chase but they wont catch me  
Not before I get to speak my mind  
If there's still time  
  
Just a cigarette gone  
No you couldn't be that far  
So I'm driving in my car where I hope you are  
Maybe I can talk you down  
Maybe I can talk you down  
  
[Chorus]  
  
Cos if you go, I go  
Cos if you go, I go  
Cos if you go, I go  
Cos if you go, I go  
  
We're standing on a tiny ledge  
Before this goes over the edge  
Gonna use my heart and not my head  
  
Just a cigarette gone  
No you couldn't be that far  
So I'm driving in my car where I hope you are  
Maybe I can talk you down  
Maybe I can turn around  
  
[Chorus]

"
42543,Madonna,Liquid Love,/m/madonna/liquid+love_21028028.html,"Your love is like liquid  
It fills me, it chills me  
Can't hold it, control it  
It runs from my touch  
  
It slips through my fingers  
The taste of it lingers  
Your love is like liquid  
I want it so much  
  
Chorus:  
  
Liquid love  
Pouring down like rain  
Liquid love  
Let it wash all over me  
  
Your love is like liquid  
It drenches, it quenches  
It drowns me, surrounds me  
It lies on my skin  
  
It flows through my vains  
Just like warm summer rains  
Yes, your love is like liquid  
I feel it within  
  
[Chorus:]  
  
Chorus2:  
  
Liquid love  
Flowing through my veins  
Liquid love  
  
Liquid love  
  
My heart was frozen  
Til you came and melted it  
Now my heart is molten  
Turned it into  
  
[Chorus:]  
(Chorus2)  
[Chorus:]  
(Chorus2)  
  
Liquid love  
Liquid love  
Flowing through my vains

"
11830,Lloyd Cole,Mercy Killing,/l/lloyd+cole/mercy+killing_20084715.html,"Shirley I love you 'til I'm drunk  
And on and on and never to stop  
The way I see it it's sad to say it but it's true  
You're gonna be all that I need  
So sad to see her looking so rusted  
There must be more to life than this  
Or we'd be mercy killing us  
Yeah, killing us baby  
The last train's leaving, there's nothing left  
'Cept to confess to love and happiness  
The way I see it it's sad to say it but it's true  
You're gonna be all that I need  
So sad, sad to see her looking so rusted  
There must be more to life than this  
Or we'd be mercy killing us  
Oh yeah, killing us baby  
We'll slip past a graveyard  
Love me do

"
28636,Dan Fogelberg,Heart Hotels,/d/dan+fogelberg/heart+hotels_20035755.html,"Well there's too many windows in this old hotel  
And rooms filled with reckless pride  
And the walls have grown sturdy  
And the halls have worn well  
But there is nobody living in inside  
Nobody living inside  
Gonna pull in the shutters on this heart of mine  
Roll up the carpets and pull in the blinds  
And retreat to the chambers that I left behind  
In hopes there still may be love left to find  
Still may be love left to find  
Seek inspiration in daily affairs  
Now your soul is in trouble and requires repairs  
And the voices you hear at the top of the stairs  
Are only echoes of unanswered prayers  
Echoes of unanswered prayers  
Well there's too many windows in this old hotel  
And rooms filled with reckless pride  
And the walls have grown sturdy  
And the halls have worn well  
But there is nobody living in inside  
Nobody living inside  

"
44997,Natalie Imbruglia,When You're Sleeping,/n/natalie+imbruglia/when+youre+sleeping_10189884.html,"The sun came up  
Desperate, desperate  
The stars above  
Held you back once again  
  
Half way here  
Half way here  
They whisper  
You talk so much sense  
  
When you're sleeping  
When you're sleeping  
And you share all the secrets  
And the mystery when you're sleeping  
  
I saw your tears  
Violet, violet  
And it's been years  
The skies been crying for you  
  
I found out beautiful things about you  
You talk so much sense  
When you're sleeping  
When you're sleeping  
  
And you share all the secrets  
And the mystery  
When you're sleeping  
  
So you go and wonder  
Where you wander  
Lose yourself to  
Take us higher  
And I'll be waiting  
For you when you're down  
  
You talk so much sense  
When you're sleeping  
When you're sleeping  
And you share all the secrets  
And the mystery  
When you're sleeping  
  
You talk so much sense  
When you're sleeping  
When you're sleeping  
And you share all the secrets  
And the mystery  
When you're sleeping

"
32973,Frank Zappa,For Calvin,/f/frank+zappa/for+calvin_10123337.html,"Janet ferguson (vocals)  
Sal marquez (vocals)  
Mike altschul (woodwinds)  
Earl dumler (woodwinds)  
Tony "" bat man"" ortege (woodwinds)  
Joanne caldwell mcnabb (woodwinds)  
Johnny rotella (woodwinds)  
Fred jackson (woodwinds)  
Sal marquez (brass)  
Malcolm mcnabb (brass)  
Bill byers (brass)  
Ken shroyer (brass)  
Ernie track (brass)  
Bob zimmitti (percussion)  
Alan estes (percussion)  
Don preston (mini-moog)  
Frank zappa (guitar)  
Tony duran (guitar)  
Erroneous (bass)  
Aynsley dunbar (drums)  
  
Where did they go?  
When did they come from?  
What has become of them now?  
  
How much was the leakage  
From the drain in the night  
And who are those dudes in the  
Back seat of calvin's car?  
  
Where did they go?  
When they got off the car?  
Did they go get sandwich  
And eat in the dark?

"
46476,Ocean Colour Scene,The Riverboat Song,/o/ocean+colour+scene/the+riverboat+song_20102528.html,"I see double up ahead  
Where the riverboat swayed beneath the sun  
Is where the river runs red  
Like a King who stalks the wings and shoots a dove  
And frees an eagle instead  
It's more or less the same as the things that you said  
  
I see trouble up the road  
Like the things you found in love are by the way  
You like to cheat on your soul  
Like the best and worst of thoughts that lose control  
Before you lie on your bed  
  
It's more or less the same as the things that you said  
Anyway for all the things you know tell me why does the river not flow  
Anyway for all the things you said tell me why does the river run red  
Anyway for all the things you've seen tell me when will the river run green  
And anyway for all the things you know tell me why does the river not flow  
  
It's more or less the things you fail to say in your way that's your trouble  
Like a King who stalks the wings and shoots the moon and the stars  
And his double  
It's more or less the same as the things that you said  
Anyway for all the things you know tell me why does the river not flow  
Anyway for all the things you said tell me why does the river run red  
Anyway for all the things you've seen tell me when will the river run green  
And anyway for all the things you know tell me why does the river not flow  
  
I see trouble up ahead  
Where the river boat swayed beneath the sun  
Is where the river runs red  
I see double, that's my trouble

"
15288,Outkast,The Train,/o/outkast/the+train_20482040.html,"All aboard  
Or are all y'all bored?  
It's good to have y'all back now  
Ladies and gents  
Y'all already know what it is  
God don't make no mistakes  
God don't make no mistakes  
  
Little do they know when I was brought up into this game  
Point ain't always in a vibe for spitting I made a change  
Like the diaper on the bottom of my baby daughter  
I wasn't ready to be no father, maybe, kind of, sorta  
'Cause when I saw her I swear it made a tear fall  
Not tears of sorrow but of joy so listen here y'all  
I grabbed the mic and moved the crowd then disappeared dog  
Back in '94 that was the motherfucking year homeboy  
Then that southernplayalistic went platinum  
Stacks on deck they ain't tell us to pay our taxes  
Walking around the table in the kitchen we was practicing  
Reciting rhymes to sharpen minds now lets deliver to the masses  
  
[Chorus]  
It's been a good long road  
Now its time for me to go  
I say goodbye, goodbye, goodbye, goodbye  
Time to spread my wings  
And high up in the sky  
I can fly, I'll fly, I'll fly, so high  
  
Welcome to my life I think its time I take it back  
I got to give you all the facts so you can see what type of cat  
That you dealing with now on ATLiens we was killing it  
And then my auntie pass she was like my mother I was feeling it  
The first person close to me to die I needed healing  
But I see her as an angel when I look up at the ceiling  
Like my daddy and grandaddy on both shoulders steady chilling  
So you got to keep on living like each day is the beginning  
It's yo birthday even on your worst day  
Live it like the first day I'm Antwan Andre  
Or General Patton if you know bout Purple Ribbon or Got Purp  
I, I be on that kryptonite that means I can't be hurt  
Gotta leave this place it's been cool but I gotta go  
  
[Chorus]  
  
Even on the train  
Should've asked two free mans  
I'll be back again  
(Know we been though a lot I ain't perfect but I swear  
To you I'm a changed man)  
Even on the train  
Should've asked two free mans  
I'll be back again  
(From the caboose)  
  
Now it's time to say goodbye they should've turned me loose  
I was all about my team but now I call upon my crew  
I'm a family type of person but I'm deadly dolo too  
And you can achieve anything that you put your heart into  
See the second hand will never stop and neither will the clock  
The nigga big still hit the stage by himself and still rock  
Cause when your faith is in the right place see he ain't gon let you flop  
You can say whatever you want (Bet you can't do it like me) Boy stop!!  
  
Before you can say you can't get going  
There's no excuse this time don't be afraid to fly  
You never know what day the doors will close  
It's time to say goodbye time to pack up and ride  
Got to leave this place it's been cool but I gotta go  
  
[Chorus]

"
29842,Dire Straits,My Parties,/d/dire+straits/my+parties_20040755.html,"Well this is my back yard  
My back gate  
I hate to start my parties late  
Here's the party cart  
Ain't that great ?  
That ain't the best part baby  
Just wait  
That's a genuine weathervane  
It moves with the breeze  
Portable hammock honey  
Who needs trees  
It's casual entertaining  
We aim to please  
At my parties  
  
Check out the shingles  
It's brand new  
Excuse me while I mingle  
Hi, how are you  
Hey everybody  
Let me give you a toast  
This one's for me  
The host with the most  
  
It's getting a trifle colder  
Step inside my home  
That's a brass toilet tissue holder with it's own telephone  
That's musical doorbell  
It don't ring, I ain't kiddin'  
It plays America the beautiful and tie a yellow ribbon  
  
Boy, this punch is a trip  
It's o.k. in my book  
Here, take a sip  
Maybe little heaven on the fruit  
Ah, here comes the dip  
You may kiss the cook  
Let me show you honey  
It's easy, look  
You take a fork and spire 'em  
Say, did you try these ?  
So glad you like 'em  
The secret's in the cheese  
It's casual entertaining  
We aim to please  
At my parties  
  
Now don't talk to me about the polar bear  
Don't talk to me about ozone layer  
Ain't so much of anything these days, even the air  
They're running out of rhinos  
What do I care ?  
Let's hear it for the dolphin  
Let's hear it for the trees  
Ain't runnin' out of nothin' in my deep freeze  
It's casual entertaining  
We aim to please  
At my parties

"
610,Alphaville,Giants,/a/alphaville/giants_20206860.html,"Be on your guard when you sit in the open places  
because I'm blessed with all the wonders of the sun  
when tigers, palmtrees, rattlesnakes unfold their graces  
that kind of magic you may get a sunburn from  
and there's no better way for us than our old sweet ways  
and angels burn to dust before the human race  
we're giants under a rainbow  
we're stranded east of eden  
Sometimes we're crying in the afterglow  
in a world of broken toys, how can we live without them  
freedom that is what you are always screaming  
it is a scream but more a nightmare than a laugh  
those without faith are liars even when they're dreaming  
I'd put my faith in god if he knew how to dance  
but there's no devil in the darkness, no demon in the skies  
nothing to be afraid of, cross my heart and hope to die  
freedom...  
Freedom...

"
36554,Il Divo,My Way,/i/il+divo/my+way_21023893.html,"And now, the end is here  
And so I face the final curtain  
My friend, I'll say it clear  
I'll state my case, of which I'm certain  
I've lived a life that's full  
I traveled each and ev'ry highway  
And more, much more than this, I did it my way  
  
Regrets, I've had a few  
But then again, too few to mention  
I did what I had to do and saw it through without exemption  
I planned each charted course, each careful step along the byway  
And more, much more than this, I did it my way  
  
Yes, there were times, I'm sure you knew  
When I bit off more than I could chew  
But through it all, when there was doubt  
I ate it up and spit it out  
I faced it all and I stood tall and did it my way  
  
I've loved, I've laughed and cried  
I've had my fill, my share of losing  
And now, as tears subside, I find it all so amusing  
To think I did all that  
And may I say, not in a shy way,  
""Oh, no, oh, no, not me, I did it my way""  
  
For what is a man, what has he got?  
If not himself, then he has naught  
To say the things he truly feels and not the words of one who kneels  
The record shows I took the blows and did it my way!  
  
[instrumental]  
  
Yes, it was my way

"
12677,Meat Loaf,If It Ain't Broke Break It,/m/meat+loaf/if+it+aint+broke+break+it_20487400.html,"Hit it!  
  
Everything I've ever dreamed of  
Has begun to fade to black  
Oh, I don't know where I ever lost love  
Or where to go now to get it back  
  
I'm a desperate, lonely child and I don't have enough  
I've come to know the rules and laws and scriptures of love  
  
If it ain't real, fake it!  
If it ain't yours, take it!  
If it don't exist, you make it!  
If it ain't broke, break it!  
  
If it ain't real, fake it!  
If it ain't yours, take it!  
If it's gone to sleep, you wake it!  
If it ain't broke, break it!  
  
Gimme some words I can live by  
Gimme commandments to know  
Gimme some fables and proverbs  
You gotta gimme some signs where to go  
  
There are designated angels who just might save your soul, no!  
They give me words to live by, and that's all that I know  
  
If it ain't real, fake it!  
If it ain't yours, take it!  
If it don't exist, you make it!  
If it ain't broke, break it!  
  
If it ain't real, fake it!  
If it ain't yours, take it!  
If it's all gone bad, forsake it!  
If it ain't broke, break it  
  
There are designated angels who just might save your soul  
They give me words to live by, and that's all that I know  
  
If it ain't real, fake it!  
If it ain't yours, take it!  
If it don't exist, you make it!  
If it ain't broke, break it!  
  
If it ain't real, fake it!  
If it ain't yours, take it!  
If it's gone to sleep, you wake it!  
If it ain't broke, break it!  
  
If it ain't real, fake it!  
If it ain't yours, take it!  
If it don't exist, you make it!  
If it ain't broke, break it!  
  
If it ain't real, fake it!  
If it ain't yours, take it!  
If it's all gone bad, forsake it!  
And if it ain't broke, break it

"
28613,Dan Fogelberg,Anastasia's Eyes,/d/dan+fogelberg/anastasias+eyes_20035799.html,"There's thorns on the cactus tree  
There's thorns on the rose  
There's thorns in the heart of me  
That nobody knows  
  
They tear at the flesh until  
The tears start to rise  
They form in my heart  
But they fall from Anastasia's eyes.  
  
And I was lost in the wilderness  
Without courage or hope  
I was setting my signal fires  
And watching the smoke  
When out of the smoke appeared  
The sweetest surprise  
And I knew I'd been found  
When first I looked in  
To Anastasia's eyes.  
  
There's thorns on the cactus tree  
There's thorns on the rose  
There's thorns in the heart of me  
That nobody knows  
But finally I've found out where  
My salvation lies  
It lies in the love that lives  
In Anastasia's eyes

"
24996,Bee Gees,Every Christian Lion Hearted Man Will Show You,/b/bee+gees/every+christian+lion+hearted+man+will+show+you_20015490.html,"Oh solo Dominique [Repeat: x4]  
  
Take this in hand  
Said he who stands  
Behind the chair  
A broken table there  
  
Every christian lion hearted man will show you  
Every christian lion hearted man will show you  
  
Oh solo Dominique [Repeat: x4]  
  
Don't walk so tall  
Before you crawl  
  
For every child  
Is thinking of something wild  
  
Every christian lion hearted man will show you  
Every christian lion hearted man will show you  
  
Oh solo Dominique [Repeat: x3]  
  
Every christian lion hearted man will show you  
Every christian lion hearted man will show you (will show you)  
  
Oh solo Dominique [Repeat: x3]

"
31849,Erik Santos,Here I Am,/e/erik+santos/here+i+am_20733050.html,"Here I am playing with those memories again  
And just when I thought time had set me free  
Those thoughts of you keep taunting me  
  
Holding you, a feeling I never outgrew  
Though each and every part of me has tried  
Only you can fill that space inside  
  
So there's no sense pretending  
My heart it's not mending  
  
Just when I thought I was over you  
And just when I thought I could stand on my own  
Oh, baby those memories come crashing through  
And I just can't go on without you  
  
On my own I've tried to make the best of it alone  
I've done everything I can to ease the pain  
But only you can stop the rain  
  
I just can't live without you  
I miss everything about you  
  
Just when I thought I was over you  
And just when I thought I could stand on my own  
Oh baby those memories come crashing through  
And I just can't go on without  
Go on without  
It's just no good without you  
  
Without you, without you, without you  
Oh baby, those memories come crashing through  
And I just can't go on without, you

"
48412,Phish,Theme From The Bottom,/p/phish/theme+from+the+bottom_20108344.html,"I feed from the bottom, you feed from the top  
I live upon morsels you happen to drop  
And coffee that somehow leaks out of your cup  
If nothing comes down then I'm forced to swim up  
On the way upwards, the colors come back  
But all along the bottom is blue, grey, and black  
The darkness is cold and perception goes wrong  
And the night seems to go on incredibly long  
  
So I ask you why if I'm swimming by,  
Don't you see anything you'd like to try?  
  
Pantomime mixtures of heaven and earth  
Jumbled events that have less than no worth  
Time in the forest to dig under rocks  
Or float in the ocean asleep in a box  
  
Or sink just below all the churning and froth  
And swim to the light source or fly like a moth  
So toss away stuff you don't need in the end  
But keep what's important and know who's your friend  
  
So I ask you why if I'm swimming by,  
Don't you see anything that you'd like to try?  
  
If I'm swimming by  
  
From the bottom, from the top  
From the bottom, from the top  
From the bottom, from the top  
From the bottom, from the top  
  
From the bottom, from the top  
From the bottom, from the top  
From the bottom, from the top  
From the bottom, from the top

"
45811,Nightwish,Turn Loose The Mermaids,/n/nightwish/turn+loose+the+mermaids_20983238.html,"A kite above a graveyard grey  
At the end of the line far far away  
A child holding on to the magic of birth and awe  
  
Oh, how beautiful it used to be  
Just you and me far beyond the sea  
The waters, scarce in motion  
Quivering still  
  
At the end of the river the sundown beams  
All the relics of a life long lived  
Here, weary traveler rest your wand  
Sleep the journey from your eyes  
  
Good journey, love, time to go  
I checked your teeth and warmed your toes  
In the horizon I see them coming for you  
  
The mermaid grace, the forever call  
Beauty in spyglass on an old man's porch  
The mermaids you turn loose brought back your tears  
  
[4x]  
At the end of the river the sundown beams  
All the relics of a life long lived  
Here, weary traveler rest your wand  
Sleep the journey from your eyes

"
544,Alison Krauss,Gentle River,/a/alison+krauss/gentle+river_20206873.html,"I've lived a life full of sorrow  
With no where to run or to hide  
Happiness you'll see is borrowed  
All I want is you by my side  
  
[Chorus]  
Gentle river take me away  
to the time of happier days  
All I need is love and company  
Gentle river bring him back to me  
  
You can spend all your time a'cryin'  
Listen here I don't need your sympathy  
Cause I've made my life to live it  
All I need is you here with me...  
  
[Chorus]  
  
Gentle river bring em' back to me

"
15042,Opeth,Hours Of Wealth,/o/opeth/hours+of+wealth_20482364.html,"Found a way to rid myself clean of pain  
And the fever that's been haunting me  
Has gone away  
  
Looking through my window  
I seem to recognize  
All the people passing by  
But I am alone  
And far from home  
And nobody knows me  
  
Never heard me say goodbye  
Never shall I speak to anyone again  
All days are in darkness  
And I'm biding my time  
Once I am sure of my task I will rise again

"
9360,John Denver,"Christmas, Like A Lullaby",/j/john+denver/christmas+like+a+lullaby_20073907.html,"Christmas like a lullaby steals across the land  
A breeze upon the water, rainfall upon the sand  
We celebrate a baby born from spirit into man  
And Christmas like a lullaby steals across the land  
It's morning in Australia in fact it's Christmas Day  
And Colorado never seemed so very far away  
Back where night has fallen and it's still Christmas Eve  
And snow is on the mountains where I always hate to leave  
Here I am down under with a brand new family  
And Christmas bells are ringing and there's presents 'neath the tree  
I know that it's been said before and now I know it's true  
That home is where the heart is and Christmas lives there too  
On this morning Peace On Earth is still our fervent prayer  
And I can hear it being whispered softly everywhere  
And guns are called to silence and anger called to still  
And brotherhood and sisterhood surrounded by goodwill  
Christmas like a lullaby steals across the land  
A breeze upon the water, rainfall upon the sand  
We celebrate a baby born from spirit into man  
And Christmas like a lullaby steals across the land  

"
50674,Rem,Alligator Aviator Autopilot Antimatter,/r/rem/alligator+aviator+autopilot+antimatter_20970098.html,"I feel like an alligator  
Climbing up the escalator  
Climbing up the escalator  
I feel strong  
  
I feel like an aviator pilot  
Bet you wouldn't buy it  
I'm feeling violent  
Bet your bleeding eye in, turn up and fly it  
Hey, hey, alligator, you've got a lot to learn  
I have got, have got a lot to learn  
  
I feel like an autopilot  
I'm the world's strongest island  
I feel like a rage coming under my hood  
I feel good and calm like a robot would  
  
I feel like an autopilot  
I feel like an autopilot  
I am not a hater, hater, hater, hater, hater  
Hey, hey, alligator, you've got a lot to learn  
I have got, have got a lot to learn  
  
I feel like a contradiction  
I'm a walking science-fiction  
I don't know which way to turn  
I've got a lot to burn  
I've got a lot of lot to learn  
  
If I didn't like the way you stared at me  
If I didn't like the way you stared at me  
I could knock sideways, I could knock you blind  
I could show you found to the lost and find  
  
I am not an agitator  
I feel like an alligator  
Climbing up the escalator  
Hey, hey, alligator, you've got a lot to learn  
I have got, have got a lot to learn  
  
You've got so much to learn  
You got a lot to learn

"
